Order Date,Region,Category,Sales,Profit
23-09-2014,Central,Office Supplies,219.84,107.7216
23-09-2014,Central,Technology,98.16,9.816
23-09-2014,Central,Office Supplies,33.04,15.5288
23-09-2014,Central,Technology,86.97,25.2213
15-02-2012,Central,Technology,134.97,64.7856
15-02-2012,Central,Technology,699.98,195.9944
15-02-2012,Central,Technology,139.95,26.5905
30-09-2011,East,Office Supplies,48.94,24.47
1/12/2011,Central,Furniture,2807.84,673.8816
1/12/2011,Central,Office Supplies,46.64,12.5928
8/12/2011,Central,Office Supplies,60.416,6.0416
6/9/2013,Central,Office Supplies,107.94,26.985
28-08-2014,East,Office Supplies,63.84,16.5984
28-08-2014,East,Technology,347.97,100.9113
28-08-2014,East,Office Supplies,37.008,11.565
8/7/2013,West,Furniture,215.65,73.321
9/8/2013,Central,Office Supplies,11.168,3.6296
9/8/2013,Central,Office Supplies,53.952,17.5344
14-11-2013,West,Furniture,4.18,1.5048
23-09-2014,East,Office Supplies,5.607,-4.2987
23-09-2014,East,Office Supplies,4663.736,-1049.3406
23-09-2014,East,Technology,79.984,22.9954
26-12-2013,West,Technology,2575.944,257.5944
26-12-2013,West,Office Supplies,45.36,21.7728
26-12-2013,West,Technology,254.24,76.272
11/2/2013,Central,Technology,69.93,0.6993
24-10-2013,Central,Furniture,16.156,-12.117
24-10-2013,Central,Office Supplies,54.816,17.8152
9/6/2011,South,Furniture,1441.3,245.021
21-11-2014,East,Furniture,77.6,28.13
21-11-2014,East,Furniture,4.656,1.5714
14-09-2012,West,Furniture,170.136,-8.5068
4/6/2012,West,Office Supplies,7.38,3.4686
4/6/2012,West,Office Supplies,9.26,3.0558
13-12-2012,West,Office Supplies,9.96,4.5816
25-05-2011,Central,Office Supplies,75.6,-166.32
25-05-2011,Central,Furniture,29.32,-24.189
16-02-2013,Central,Office Supplies,92.064,-225.5568
16-02-2013,Central,Office Supplies,6.976,1.8312
16-02-2013,Central,Furniture,62.958,-2.6982
16-02-2013,Central,Office Supplies,5.184,1.8144
23-12-2013,West,Office Supplies,31.32,-25.056
23-12-2013,West,Furniture,11.84,3.108
23-12-2013,West,Furniture,22.784,4.8416
8/2/2013,South,Technology,1127.976,126.8973
13-07-2012,South,Office Supplies,38.88,18.6624
18-05-2011,East,Technology,779.796,-168.9558
22-10-2014,Central,Technology,1439.92,374.3792
22-10-2014,Central,Furniture,262.11,62.9064
5/11/2012,South,Furniture,207,25.875
2/8/2014,Central,Technology,1439.982,-263.9967
2/8/2014,Central,Office Supplies,36.288,12.7008
21-06-2011,East,Office Supplies,21.4,6.206
20-02-2014,South,Office Supplies,1245.86,361.2994
1/8/2011,South,Office Supplies,17.544,5.9211
1/8/2011,South,Furniture,44.128,12.1352
1/8/2011,South,Office Supplies,62.92,10.2245
1/8/2011,South,Office Supplies,78.304,29.364
19-07-2013,South,Furniture,140.81,39.4268
9/2/2012,Central,Office Supplies,40.096,13.5324
9/2/2012,Central,Furniture,40.784,-30.588
30-07-2014,West,Technology,90.57,11.7741
13-01-2014,East,Office Supplies,40.08,19.2384
13-01-2014,East,Furniture,37.68,15.8256
11/9/2014,West,Furniture,362.352,27.1764
11/9/2014,West,Office Supplies,7.184,2.245
20-07-2012,Central,Office Supplies,34.76,9.7328
20-07-2012,Central,Technology,831.2,124.68
20-07-2012,Central,Office Supplies,26.4,11.88
20-07-2012,Central,Office Supplies,106.75,49.105
20-07-2012,Central,Office Supplies,97.82,45.9754
20-07-2012,Central,Office Supplies,141.4,38.178
13-06-2011,West,Office Supplies,14.52,4.7916
13-05-2014,Central,Office Supplies,127.92,-15.99
13-05-2014,Central,Office Supplies,34.24,-53.072
3/9/2012,East,Office Supplies,137.62,60.5528
3/9/2012,East,Technology,100.49,25.1225
27-03-2014,East,Furniture,257.568,-28.9764
27-03-2014,East,Technology,119.96,33.5888
12/11/2011,Central,Office Supplies,49.632,4.9632
14-10-2013,West,Furniture,727.45,-465.568
14-10-2013,West,Furniture,24.96,4.368
13-11-2014,East,Technology,370.782,-92.6955
16-04-2014,West,Furniture,196.45,70.722
25-06-2012,East,Office Supplies,31.104,10.8864
25-06-2012,East,Office Supplies,78.256,-17.6076
27-08-2013,West,Office Supplies,6.48,3.1104
21-07-2011,West,Office Supplies,99.2,25.792
21-07-2011,West,Furniture,801.568,50.098
21-07-2011,West,Furniture,272.848,27.2848
22-11-2014,West,Furniture,70.98,20.5842
4/6/2011,East,Office Supplies,16.224,5.8812
11/3/2013,East,Furniture,176.784,-22.098
26-03-2014,Central,Technology,470.376,47.0376
30-12-2014,West,Furniture,393.568,-44.2764
30-12-2014,West,Technology,302.376,22.6782
29-03-2014,South,Office Supplies,68.742,-48.1194
5/3/2012,East,Office Supplies,29.34,14.67
5/3/2012,East,Furniture,383.607,63.9345
5/3/2012,East,Office Supplies,563.4,67.608
14-11-2013,East,Office Supplies,217.056,78.6828
20-01-2014,Central,Office Supplies,6,2.1
23-04-2013,West,Furniture,31.56,10.4148
13-05-2011,South,Office Supplies,7.104,2.3976
13-05-2011,South,Office Supplies,398.352,-331.96
21-10-2011,East,Office Supplies,121.792,13.7016
21-10-2011,East,Furniture,409.59,-122.877
14-03-2011,West,Office Supplies,10.56,4.752
14-03-2011,West,Office Supplies,3.38,1.2506
23-12-2014,South,Office Supplies,7.824,2.934
25-11-2013,West,Office Supplies,24.784,7.745
3/12/2014,South,Office Supplies,34.65,10.395
31-12-2012,West,Office Supplies,487.984,152.495
4/10/2014,Central,Office Supplies,1793.98,843.1706
29-08-2011,South,Office Supplies,29.808,10.8054
29-08-2011,South,Office Supplies,505.176,-336.784
29-08-2011,South,Furniture,174.0585,-110.7645
30-06-2013,South,Office Supplies,191.88,19.188
21-08-2013,Central,Technology,14.78,3.9906
22-10-2014,West,Office Supplies,5.184,1.8144
22-10-2014,West,Furniture,478.48,47.848
22-10-2014,West,Technology,28.4,6.745
22-10-2014,Central,Office Supplies,909.12,9.0912
18-05-2013,South,Office Supplies,2.952,-2.1648
18-05-2013,South,Office Supplies,27.018,-21.6144
3/2/2012,West,Furniture,136.92,41.076
19-12-2014,East,Furniture,18.96,8.532
16-11-2013,West,Technology,99.39,40.7499
4/7/2014,Central,Office Supplies,273.896,92.4399
4/7/2014,Central,Technology,597.132,49.761
16-01-2011,South,Technology,149.95,65.978
1/5/2014,South,Office Supplies,4.608,1.6704
1/5/2014,South,Office Supplies,15.528,4.8525
1/5/2014,South,Office Supplies,11.952,3.8844
8/11/2012,East,Office Supplies,11.65,3.3785
30-10-2012,Central,Technology,299.9,74.975
18-08-2014,East,Office Supplies,895.92,302.373
18-08-2014,East,Furniture,462.564,97.6524
3/10/2012,East,Office Supplies,15.008,1.5008
9/7/2013,Central,Technology,863.64,107.955
9/7/2013,Central,Office Supplies,47.616,3.5712
6/12/2014,West,Office Supplies,92.94,41.823
10/3/2014,West,Technology,199.98,69.993
10/6/2013,West,Technology,177.48,19.9665
29-11-2014,West,Office Supplies,88.768,31.0688
17-03-2014,West,Office Supplies,6.48,3.1104
17-03-2014,West,Office Supplies,46.51,1.8604
17-03-2014,West,Technology,659.976,49.4982
28-11-2013,West,Technology,271.992,23.7993
7/8/2014,South,Furniture,145.74,23.3184
7/8/2014,South,Furniture,15.4,7.392
28-11-2014,West,Office Supplies,244.55,114.9385
28-11-2014,West,Technology,166.16,59.8176
25-05-2012,West,Furniture,14.73,4.8609
9/7/2013,West,Office Supplies,19.968,-13.312
9/7/2013,West,Office Supplies,33.488,-1.2558
9/7/2013,West,Office Supplies,8.736,-6.1152
9/7/2013,West,Furniture,662.88,74.574
30-08-2014,Central,Office Supplies,47.36,17.76
30-08-2014,Central,Office Supplies,27.44,2.401
30-08-2014,Central,Office Supplies,3.24,-5.184
21-06-2013,Central,Technology,95.968,26.3912
21-06-2013,Central,Office Supplies,10.368,3.6288
3/9/2014,East,Office Supplies,23.1,6.468
3/9/2014,East,Furniture,11.54,3.462
3/9/2014,East,Furniture,254.526,-93.3262
3/9/2014,East,Office Supplies,12.98,3.7642
3/9/2014,East,Office Supplies,26.432,8.9208
3/9/2014,East,Technology,197.97,57.4113
3/9/2014,East,Office Supplies,18.9,9.072
3/9/2014,East,Furniture,1282.41,213.735
3/9/2014,East,Office Supplies,4.92,2.214
3/9/2014,East,Technology,238,38.08
3/9/2014,East,Technology,167.97,40.3128
3/9/2014,East,Office Supplies,17.12,7.704
11/9/2014,Central,Office Supplies,16.2,7.776
11/9/2014,Central,Office Supplies,33.99,14.6157
11/9/2014,Central,Technology,296.85,53.433
11/9/2014,Central,Technology,112.8,6.768
11/9/2014,Central,Office Supplies,13.71,6.5808
11/9/2014,Central,Office Supplies,24.9,11.703
11/9/2014,Central,Office Supplies,286.29,17.1774
11/9/2014,Central,Office Supplies,24.18,7.254
22-12-2014,East,Technology,281.97,78.9516
22-12-2014,East,Office Supplies,69.5,20.155
22-12-2014,East,Office Supplies,166.44,79.8912
24-09-2014,Central,Technology,291.96,102.186
7/5/2014,Central,Office Supplies,6.408,0.6408
7/5/2014,Central,Technology,408.744,76.6395
14-12-2011,Central,Office Supplies,5.104,-8.6768
14-12-2011,Central,Office Supplies,2.896,0.4706
14-12-2011,Central,Technology,35.016,-2.1885
18-10-2011,South,Office Supplies,275.97,11.0388
18-10-2011,South,Technology,1394.95,362.687
18-10-2011,South,Furniture,545.88,70.9644
8/5/2012,West,Office Supplies,5.248,0.5904
15-04-2013,West,Furniture,933.536,105.0228
15-04-2013,West,Office Supplies,42.976,4.2976
14-12-2012,South,Office Supplies,3.76,1.8048
3/12/2011,Central,Technology,479.96,134.3888
25-11-2011,West,Office Supplies,320.88,93.0552
25-11-2011,West,Furniture,23.88,10.5072
25-11-2011,West,Office Supplies,26.76,12.3096
26-07-2013,East,Technology,1439.976,191.9968
9/11/2012,Central,Office Supplies,17.22,7.9212
9/11/2012,Central,Furniture,1024.38,215.1198
9/11/2012,Central,Office Supplies,26.22,12.3234
9/11/2012,Central,Office Supplies,17.34,8.4966
25-02-2014,East,Office Supplies,4.956,-3.7996
26-06-2014,West,Office Supplies,71.04,26.64
26-06-2014,West,Office Supplies,5.344,0.7348
26-06-2014,West,Office Supplies,11.304,-2.1195
3/12/2014,Central,Office Supplies,294.62,-766.012
3/12/2014,Central,Furniture,8.752,-3.7196
7/2/2011,South,Office Supplies,15,7.2
7/2/2011,South,Technology,161.61,42.0186
7/2/2011,South,Technology,144.95,42.0355
12/4/2014,West,Technology,199.95,21.9945
12/4/2014,West,Office Supplies,41.86,14.2324
26-12-2014,South,Office Supplies,95.94,9.594
26-12-2014,South,Furniture,304.45,76.1125
12/4/2014,Central,Office Supplies,11.364,-17.046
31-12-2011,Central,Office Supplies,29.68,11.5752
31-12-2011,Central,Technology,47.53,16.1602
4/8/2014,Central,Furniture,183.372,-36.6744
15-11-2011,South,Office Supplies,4.224,0.4752
15-11-2011,South,Office Supplies,333.056,29.1424
15-11-2011,South,Office Supplies,24.896,7.78
11/12/2012,Central,Technology,159.984,35.9964
11/12/2012,Central,Office Supplies,46.344,4.6344
19-09-2013,South,Furniture,350.98,84.2352
19-09-2013,South,Office Supplies,13.08,6.0168
19-09-2013,South,Office Supplies,900.08,117.0104
19-03-2012,West,Office Supplies,17.568,6.3684
19-03-2012,West,Office Supplies,14.62,6.8714
19-03-2012,West,Office Supplies,33.36,8.6736
19-03-2012,West,Office Supplies,40.14,19.6686
20-09-2013,East,Office Supplies,1606.23,481.869
20-09-2013,East,Office Supplies,17.04,7.668
20-09-2013,East,Office Supplies,49.53,23.7744
20-09-2013,East,Furniture,872.32,244.2496
21-08-2014,West,Office Supplies,239.12,77.714
13-03-2012,West,Furniture,141.96,39.7488
9/9/2013,West,Office Supplies,33.024,11.5584
9/9/2013,West,Office Supplies,67.136,23.4976
26-11-2012,East,Office Supplies,14.73,6.9231
26-11-2012,East,Office Supplies,104.9,25.176
26-11-2012,East,Office Supplies,61.04,30.52
26-11-2012,East,Office Supplies,10.95,5.1465
10/12/2013,Central,Office Supplies,9.392,3.2872
10/12/2013,Central,Office Supplies,9.328,0.8162
26-09-2014,Central,Office Supplies,8.26,3.8822
26-09-2014,Central,Furniture,269.97,51.2943
23-01-2012,West,Office Supplies,29.04,13.9392
23-01-2012,West,Office Supplies,14.62,6.8714
18-06-2012,West,Office Supplies,11.952,4.3326
18-06-2012,West,Office Supplies,4.536,-3.3264
18-06-2012,West,Office Supplies,9.156,-6.104
18-06-2012,West,Furniture,75.36,20.724
2/10/2012,West,Office Supplies,57.504,20.1264
19-11-2014,East,Office Supplies,38.864,7.7728
17-08-2011,Central,Office Supplies,15.552,5.4432
18-07-2013,East,Office Supplies,162.64,45.5392
18-07-2013,East,Technology,597,280.59
18-07-2013,East,Office Supplies,55.48,26.6304
11/7/2012,East,Furniture,289.8,36.225
11/7/2012,East,Office Supplies,2.502,-2.0016
11/7/2012,East,Office Supplies,6.48,-4.752
11/7/2012,East,Furniture,341.488,-73.176
11/7/2012,East,Office Supplies,11.12,0.834
11/7/2012,East,Furniture,25.344,3.4848
2/12/2013,Central,Furniture,17.31,5.193
23-12-2014,Central,Technology,199.95,63.984
23-12-2014,Central,Furniture,1586.69,412.5394
23-12-2014,Central,Technology,84.99,30.5964
23-12-2014,Central,Furniture,411.8,70.006
31-10-2011,West,Office Supplies,11.34,5.2164
31-10-2011,West,Office Supplies,80.3,20.878
31-10-2011,West,Office Supplies,15.968,5.3892
31-10-2011,West,Office Supplies,64.74,30.4278
31-10-2011,West,Office Supplies,19.296,6.03
31-10-2011,West,Office Supplies,405.64,12.1692
31-10-2011,West,Furniture,146.352,-9.147
31-10-2011,West,Technology,251.91,47.8629
31-10-2011,West,Office Supplies,12.39,3.717
13-04-2012,West,Technology,199.96,69.986
13-04-2012,West,Furniture,710.832,-97.7394
22-07-2013,East,Office Supplies,1.941,-1.294
21-11-2014,West,Furniture,283.92,-46.137
27-11-2013,West,Office Supplies,7.312,2.5592
8/11/2014,West,Technology,59.97,13.7931
8/11/2014,West,Technology,761.544,66.6351
1/12/2011,West,Furniture,58.2,28.518
13-09-2014,East,Office Supplies,39.9,19.95
13-09-2014,East,Office Supplies,90.86,26.3494
13-09-2014,East,Office Supplies,94.85,45.528
24-12-2012,West,Office Supplies,106.232,37.1812
24-12-2012,West,Technology,111.984,11.1984
24-12-2012,West,Furniture,7.712,1.7352
24-02-2014,West,Office Supplies,37.44,16.848
23-11-2011,Central,Office Supplies,23.68,8.88
24-06-2013,East,Office Supplies,122.12,56.1752
24-06-2013,East,Office Supplies,18.45,8.6715
24-06-2013,East,Office Supplies,324.9,38.988
24-06-2013,East,Office Supplies,146.73,68.9631
24-06-2013,East,Office Supplies,3.96,1.4652
26-10-2012,West,Office Supplies,5.76,2.6496
16-07-2014,East,Office Supplies,26.55,13.0095
16-07-2014,East,Furniture,310.443,-48.7839
17-11-2011,Central,Furniture,479.9,81.583
13-04-2012,West,Office Supplies,12.88,0.3864
25-11-2012,South,Office Supplies,13.12,1.476
16-05-2013,South,Office Supplies,511.84,240.5648
16-05-2013,South,Office Supplies,91.96,25.7488
16-05-2013,South,Office Supplies,8.34,2.1684
8/9/2014,West,Office Supplies,37.68,2.355
8/9/2014,West,Technology,279.944,80.4839
10/3/2011,West,Office Supplies,636.408,-15.9102
10/3/2011,West,Office Supplies,83.168,9.3564
18-07-2011,West,Furniture,259.136,-25.9136
25-03-2014,East,Office Supplies,221.92,106.5216
25-03-2014,East,Technology,26,11.7
30-09-2011,South,Office Supplies,15.552,5.4432
26-09-2011,Central,Office Supplies,0.876,-1.4016
31-10-2012,West,Office Supplies,19.98,9.3906
31-10-2012,West,Office Supplies,398.352,124.485
31-10-2012,West,Office Supplies,5.04,1.26
31-10-2012,West,Office Supplies,17.45,8.027
31-10-2012,West,Furniture,323.136,20.196
31-10-2012,West,Office Supplies,29.7,8.019
31-10-2012,West,Technology,1295.84,145.782
31-10-2012,West,Office Supplies,46.84,12.6468
31-10-2012,West,Furniture,425.833,20.0392
12/10/2012,East,Furniture,209.67,-13.978
20-09-2013,West,Office Supplies,159.88,73.5448
14-04-2014,West,Office Supplies,5.28,2.376
14-04-2014,West,Office Supplies,895.92,302.373
8/1/2014,South,Office Supplies,2.808,-1.9656
10/11/2014,West,Furniture,215.976,-2.6997
23-09-2014,Central,Furniture,241.96,41.1332
23-09-2014,Central,Office Supplies,27.72,13.3056
2/12/2014,East,Office Supplies,104.68,35.3295
2/12/2014,East,Technology,62.958,9.4437
23-06-2011,East,Technology,86.376,1.0797
4/10/2012,East,Furniture,64.944,6.4944
4/10/2012,East,Office Supplies,20.736,7.2576
20-05-2011,East,Office Supplies,33.28,9.3184
20-05-2011,East,Office Supplies,38.52,11.9412
20-05-2011,East,Furniture,139.86,60.1398
20-11-2012,East,Office Supplies,19.65,9.039
30-11-2012,East,Office Supplies,152.991,-122.3928
30-11-2012,East,Office Supplies,10.584,-2.3814
30-11-2012,East,Technology,94.92,15.82
31-12-2012,Central,Furniture,14.76,-11.439
31-12-2012,Central,Office Supplies,3.656,-5.8496
17-11-2014,East,Office Supplies,146.82,73.41
6/6/2011,East,Office Supplies,149.544,50.4711
6/6/2011,East,Office Supplies,17.14,4.4564
6/6/2011,East,Furniture,991.764,-347.1174
2/9/2013,East,Office Supplies,30.48,9.906
2/9/2013,East,Technology,23.988,-4.7976
2/9/2013,East,Office Supplies,16.688,5.4236
26-06-2013,East,Furniture,422.058,-18.0882
26-06-2013,East,Office Supplies,38.088,-27.9312
26-06-2013,East,Office Supplies,254.352,-50.8704
12/12/2011,West,Furniture,43.31,4.331
1/4/2014,East,Technology,84.95,22.087
20-11-2014,Central,Furniture,233.058,-53.2704
24-11-2011,Central,Technology,111.79,43.5981
22-11-2012,East,Office Supplies,14.94,7.0218
15-07-2013,East,Office Supplies,14.16,5.133
1/5/2013,Central,Furniture,22.608,-10.1736
26-07-2013,West,Office Supplies,21.48,10.74
22-06-2011,Central,Office Supplies,501.81,0
22-06-2011,Central,Office Supplies,161.94,9.7164
22-10-2014,South,Office Supplies,17.856,2.0088
4/9/2013,Central,Office Supplies,8.808,-14.9736
15-05-2013,East,Furniture,79.384,29.769
7/1/2013,West,Office Supplies,34.58,10.0282
14-03-2014,West,Office Supplies,314.55,150.984
14-10-2013,Central,Technology,191.976,23.997
14-10-2013,Central,Office Supplies,8.288,3.0044
14-10-2013,Central,Furniture,139.92,-150.414
14-10-2013,Central,Office Supplies,15.872,1.1904
14-10-2013,Central,Office Supplies,6.286,-11.0005
28-01-2014,East,Office Supplies,14.016,1.752
28-01-2014,East,Technology,71.976,-8.997
28-01-2014,East,Technology,107.982,-26.9955
20-11-2014,Central,Furniture,305.312,-8.7232
1/8/2011,West,Office Supplies,19.752,6.9132
31-07-2013,Central,Office Supplies,9.264,-13.896
30-07-2012,Central,Office Supplies,61.792,6.1792
16-10-2013,West,Office Supplies,45.68,21.0128
16-10-2013,West,Office Supplies,60.12,28.8576
16-10-2013,West,Office Supplies,41.72,13.0375
16-10-2013,West,Office Supplies,71.6,32.936
8/5/2013,East,Office Supplies,85.232,30.8966
8/5/2013,East,Office Supplies,44.4,22.2
8/5/2013,East,Furniture,442.764,59.0352
8/5/2013,East,Technology,3999.95,1159.9855
8/5/2013,East,Technology,199.95,21.9945
8/5/2013,East,Furniture,63.68,28.0192
2/8/2014,West,Office Supplies,54.896,18.5274
15-07-2013,South,Technology,29,7.25
11/8/2014,Central,Office Supplies,70.08,35.04
11/8/2014,Central,Furniture,121.3,25.473
11/8/2014,Central,Technology,1454.49,378.1674
26-06-2013,West,Office Supplies,60.81,17.0268
11/12/2013,West,Office Supplies,153.552,51.8238
11/12/2013,West,Office Supplies,65.34,22.869
11/12/2013,West,Office Supplies,123.92,55.764
11/12/2013,West,Office Supplies,35.1,12.285
11/12/2013,West,Technology,44.75,8.5025
2/12/2013,South,Office Supplies,4.704,0.4116
28-11-2011,South,Office Supplies,14.67,3.9609
28-03-2012,East,Office Supplies,15.552,5.4432
28-03-2012,East,Office Supplies,5.232,1.7004
1/6/2011,South,Furniture,22.2,9.102
1/6/2011,South,Technology,881.93,229.3018
6/9/2012,West,Office Supplies,6.096,2.1336
6/9/2012,West,Furniture,191.82,74.8098
29-06-2012,East,Furniture,20.104,1.7591
11/9/2013,South,Office Supplies,67.56,8.445
14-07-2011,Central,Office Supplies,29.932,-46.3946
14-07-2011,Central,Technology,38.272,3.8272
22-08-2012,East,Office Supplies,16.52,7.5992
14-11-2011,East,Technology,832.93,233.2204
14-11-2011,East,Office Supplies,43.8,21.024
28-11-2013,Central,Office Supplies,167.292,29.7408
22-11-2014,East,Furniture,27.42,11.2422
2/10/2014,West,Office Supplies,1.44,0.504
2/10/2014,West,Office Supplies,61.776,20.8494
2/10/2014,West,Office Supplies,241.96,60.49
2/10/2014,West,Furniture,108.608,9.5032
20-09-2011,South,Office Supplies,2.816,0.9856
29-07-2014,West,Office Supplies,9.984,3.6192
29-07-2014,West,Office Supplies,14.98,4.1944
29-07-2014,West,Technology,1145.6,100.24
6/12/2012,East,Technology,485.94,-89.089
6/12/2012,East,Office Supplies,37.376,4.672
6/12/2012,East,Furniture,70.686,-24.2352
1/8/2014,East,Office Supplies,54.816,17.8152
20-03-2013,West,Furniture,72.294,-98.8018
30-07-2014,Central,Office Supplies,2.896,0.4706
30-07-2014,Central,Technology,124.792,15.599
2/10/2013,East,Furniture,330.588,-115.7058
31-03-2011,West,Office Supplies,673.568,252.588
31-03-2011,West,Office Supplies,52.98,14.8344
27-06-2014,Central,Furniture,526.45,31.587
10/7/2014,Central,Office Supplies,228.92,14.3075
14-12-2012,West,Technology,319.968,35.9964
6/12/2014,East,Technology,205.03,67.6599
15-09-2012,Central,Office Supplies,190.86,11.4516
15-09-2012,Central,Office Supplies,24.32,8.2688
16-07-2013,West,Office Supplies,44.4,12.432
21-04-2014,Central,Furniture,44.4,-52.17
16-11-2013,West,Office Supplies,1016.792,381.297
16-11-2013,West,Office Supplies,38.136,13.3476
27-11-2013,East,Technology,494.982,-115.4958
22-11-2014,West,Office Supplies,56.56,15.2712
22-11-2014,West,Office Supplies,5.56,1.4456
22-11-2014,West,Office Supplies,9.02,3.5178
22-11-2014,West,Office Supplies,8.62,2.2412
22-11-2014,West,Technology,659.976,49.4982
15-02-2012,West,Office Supplies,13.36,6.4128
15-02-2012,West,Office Supplies,41.72,13.0375
15-02-2012,West,Office Supplies,11.52,4.176
15-02-2012,West,Office Supplies,541.44,157.0176
15-02-2012,West,Office Supplies,19.44,9.3312
16-04-2013,West,Office Supplies,143.7,68.976
28-09-2012,West,Office Supplies,43.26,14.2758
28-09-2012,West,Office Supplies,43.56,15.246
18-09-2013,East,Technology,437.85,131.355
18-09-2013,East,Furniture,109.48,33.9388
17-06-2014,West,Furniture,1212.96,90.972
17-06-2014,West,Office Supplies,18.54,8.7138
8/11/2012,West,Office Supplies,5,2.4
8/11/2012,West,Technology,371.97,66.9546
18-12-2012,East,Technology,166.24,24.936
7/2/2014,South,Furniture,359.97,79.1934
15-11-2013,South,Technology,499.98,114.9954
15-11-2013,South,Office Supplies,5.28,2.376
15-11-2013,South,Office Supplies,8.26,3.8822
13-10-2014,South,Office Supplies,7.968,2.6892
18-09-2014,West,Office Supplies,12.96,6.3504
21-12-2014,East,Office Supplies,6.48,3.1104
21-12-2014,East,Office Supplies,6.984,2.3571
3/12/2014,South,Office Supplies,47.96,4.1965
21-09-2012,West,Office Supplies,199.74,47.9376
6/3/2012,West,Furniture,435.26,95.7572
6/3/2012,West,Technology,1119.984,377.9946
3/10/2011,West,Furniture,143.432,3.5858
3/10/2011,West,Furniture,122.352,13.7646
27-06-2011,South,Office Supplies,306.2,0
27-06-2011,South,Furniture,85.98,22.3548
27-06-2011,South,Technology,223.96,53.7504
31-10-2014,West,Furniture,97.568,-6.098
31-10-2014,West,Furniture,614.272,-23.0352
31-10-2014,West,Furniture,199.98,37.9962
4/9/2013,East,Office Supplies,48.16,22.1536
5/3/2012,Central,Technology,23.92,6.6976
5/3/2012,Central,Office Supplies,60.69,16.3863
6/5/2013,South,Office Supplies,14.352,5.2026
18-11-2014,South,Office Supplies,35.04,12.264
2/6/2014,East,Office Supplies,17.48,1.311
11/6/2014,West,Office Supplies,16.4,4.756
9/1/2014,West,Furniture,892.98,80.3682
20-04-2012,South,Technology,287.97,77.7519
20-04-2012,South,Furniture,595.38,297.69
20-04-2012,South,Office Supplies,12.96,6.2208
1/11/2012,East,Technology,4.95,1.3365
24-12-2014,East,Furniture,181.95,38.2095
1/11/2012,East,Office Supplies,13.52,6.2192
1/11/2012,East,Furniture,259.7,106.477
1/11/2012,East,Technology,42.95,1.2885
1/11/2012,East,Technology,1399.93,601.9699
1/11/2012,East,Technology,503.96,125.99
14-11-2011,Central,Office Supplies,12.72,6.36
14-11-2011,Central,Office Supplies,11.52,5.6448
17-01-2013,South,Technology,316,31.6
18-09-2014,South,Furniture,723.92,188.2192
18-09-2014,South,Office Supplies,106.32,49.9704
24-12-2013,Central,Furniture,141.372,-14.1372
6/8/2012,Central,Office Supplies,27.216,9.8658
6/11/2014,East,Technology,390.75,171.93
12/6/2014,West,Furniture,280.792,35.099
12/6/2014,West,Office Supplies,68.448,7.7004
12/6/2014,West,Office Supplies,88.04,6.603
12/6/2014,West,Office Supplies,15.872,1.984
12/6/2014,West,Office Supplies,215.592,-48.5082
21-07-2014,Central,Office Supplies,14.62,6.8714
21-07-2014,Central,Office Supplies,416.32,112.4064
21-07-2014,Central,Office Supplies,43,20.21
21-07-2014,Central,Furniture,182.94,27.441
21-07-2014,Central,Office Supplies,60.83,30.415
21-07-2014,Central,Technology,389.97,132.5898
23-12-2012,South,Office Supplies,194.32,56.3528
21-03-2014,West,Technology,265.93,63.8232
31-12-2012,South,Office Supplies,94.74,44.5278
31-12-2012,South,Office Supplies,60.64,27.8944
31-12-2012,South,Office Supplies,76.3,38.15
31-12-2012,South,Office Supplies,364.8,167.808
15-09-2012,East,Office Supplies,79.872,29.952
15-09-2012,East,Furniture,46.384,1.1596
15-09-2012,East,Office Supplies,12.96,6.2208
24-09-2014,West,Office Supplies,14.352,5.2026
25-12-2012,East,Furniture,547.136,-68.392
25-09-2013,West,Office Supplies,41.96,2.9372
25-09-2013,West,Office Supplies,41.7,20.85
22-03-2014,Central,Office Supplies,277.4,133.152
22-03-2014,Central,Office Supplies,5.78,2.8322
30-09-2011,South,Office Supplies,69.216,11.2476
11/12/2014,East,Office Supplies,10.86,5.1042
11/12/2014,East,Office Supplies,426.79,123.7691
23-08-2011,East,Office Supplies,25.92,12.4416
23-08-2011,East,Office Supplies,45.92,22.5008
19-08-2011,East,Office Supplies,10.72,1.742
11/11/2013,South,Office Supplies,41.86,10.465
31-12-2011,East,Furniture,63.2,23.384
31-12-2011,East,Technology,113.97,27.3528
26-07-2011,Central,Office Supplies,123.552,-29.3436
22-02-2013,Central,Office Supplies,490.32,137.2896
14-03-2013,Central,Office Supplies,70.08,24.528
14-03-2013,Central,Office Supplies,1.272,-2.1624
14-03-2013,Central,Furniture,557.585,0
3/12/2014,West,Office Supplies,9.024,3.1584
3/12/2014,West,Office Supplies,69.456,22.5732
3/12/2014,West,Office Supplies,10.86,5.3214
3/12/2014,West,Office Supplies,79.47,22.2516
3/12/2014,West,Office Supplies,10.08,5.04
31-08-2012,West,Furniture,1552.831,200.9546
31-08-2012,West,Office Supplies,137.24,46.3185
31-08-2012,West,Technology,36.51,15.6993
31-08-2012,West,Technology,239.976,80.9919
17-03-2011,East,Furniture,1579.746,-447.5947
17-03-2011,East,Furniture,1071.576,-553.6476
17-03-2011,East,Furniture,613.908,-122.7816
17-03-2011,East,Office Supplies,34.86,16.3842
17-03-2011,East,Office Supplies,155.04,75.9696
17-04-2014,East,Office Supplies,13.71,-10.054
