Order Date,Region,Category,Sales,Profit,Month-Year
5/7/2013,East,Office Supplies,49.568,15.49,2013-05
5/7/2013,East,Furniture,54.712,11.6263,2013-05
12/12/2012,West,Office Supplies,7.86,3.6156,2012-12
12/12/2012,West,Office Supplies,24.448,8.8624,2012-12
12/6/2012,East,Office Supplies,6.48,3.1104,2012-12
12/6/2012,East,Office Supplies,41.86,20.5114,2012-12
12/6/2012,East,Technology,1619.91,97.1946,2012-12
12/6/2012,East,Furniture,113.92,42.1504,2012-12
9/10/2014,South,Office Supplies,628.81,12.5762,2014-09
9/10/2014,South,Office Supplies,56.45,14.677,2014-09
4/2/2014,Central,Office Supplies,94.2,23.55,2014-04
4/2/2014,Central,Office Supplies,28.4,13.348,2014-04
10/8/2014,West,Technology,1115.91,200.8638,2014-10
10/8/2014,West,Technology,128.744,-28.9674,2014-10
10/8/2014,West,Technology,79.92,26.973,2014-10
8/1/2011,East,Office Supplies,5.68,1.917,2011-08
6/7/2012,West,Office Supplies,7.52,2.632,2012-06
11/12/2011,West,Office Supplies,11.96,5.8604,2011-11
11/12/2011,West,Furniture,629.064,31.4532,2011-11
7/6/2012,East,Furniture,301.96,60.392,2012-07
11/10/2014,West,Office Supplies,63.56,3.178,2014-11
11/10/2014,West,Technology,99.99,43.9956,2014-11
6/12/2013,Central,Office Supplies,1.344,-2.1504,2013-06
6/12/2013,Central,Office Supplies,8.272,-13.6488,2013-06
6/12/2013,Central,Furniture,12.544,-9.0944,2013-06
7/4/2014,West,Furniture,545.85,114.6285,2014-07
11/1/2013,East,Furniture,492.835,-14.081,2013-11
11/6/2013,West,Office Supplies,29.12,9.828,2013-11
7/11/2012,West,Office Supplies,29.97,13.4865,2012-07
7/11/2012,West,Office Supplies,98.352,34.4232,2012-07
12/4/2014,East,Office Supplies,83.92,29.372,2014-12
12/4/2014,East,Office Supplies,14.624,5.1184,2014-12
12/4/2014,East,Technology,136.99,36.9873,2014-12
12/4/2014,East,Office Supplies,3.15,1.512,2014-12
5/5/2014,South,Office Supplies,9.11,4.0995,2014-05
5/5/2014,South,Office Supplies,571.44,165.7176,2014-05
5/5/2014,South,Office Supplies,32.4,15.552,2014-05
5/5/2014,South,Office Supplies,16.91,4.5657,2014-05
11/4/2013,West,Furniture,217.584,-29.9178,2013-11
11/4/2013,West,Technology,82.95,29.0325,2013-11
11/4/2013,West,Office Supplies,87.71,41.2237,2013-11
11/4/2013,West,Office Supplies,1101.48,429.5772,2013-11
9/5/2014,West,Furniture,1322.352,-99.1764,2014-09
1/2/2012,East,Office Supplies,85.52,22.2352,2012-01
1/2/2012,East,Office Supplies,9.84,2.6568,2012-01
1/2/2012,East,Office Supplies,20.04,9.6192,2012-01
10/9/2012,East,Technology,631.96,303.3408,2012-10
10/9/2012,East,Office Supplies,23.92,10.764,2012-10
9/11/2013,Central,Furniture,300.93,-34.392,2013-09
9/11/2013,Central,Technology,719.96,53.997,2013-09
7/2/2012,Central,Office Supplies,32.784,-85.2384,2012-07
3/3/2014,West,Technology,196.776,14.7582,2014-03
3/3/2014,West,Technology,479.94,52.7934,2014-03
12/3/2014,South,Office Supplies,45.66,-33.484,2014-12
11/12/2013,Central,Technology,95.968,1.1996,2013-11
11/12/2013,Central,Furniture,47.992,-2.0568,2013-11
9/5/2011,East,Office Supplies,264.32,19.824,2011-09
5/3/2014,East,Furniture,129.93,12.993,2014-05
4/6/2012,Central,Office Supplies,42.048,5.256,2012-04
4/6/2012,Central,Technology,25.488,4.4604,2012-04
4/6/2012,Central,Office Supplies,6.9,-12.075,2012-04
4/6/2012,Central,Office Supplies,9.648,-16.884,2012-04
4/6/2012,Central,Office Supplies,7.968,2.8884,2012-04
9/6/2012,West,Technology,46.32,18.0648,2012-09
5/1/2013,West,Furniture,111.888,22.3776,2013-05
9/9/2013,East,Furniture,173.94,13.9152,2013-09
9/9/2013,East,Office Supplies,14.76,6.9372,2013-09
10/9/2013,Central,Furniture,51.712,-32.32,2013-10
11/2/2014,West,Office Supplies,25.12,7.85,2014-11
11/2/2014,West,Furniture,2665.62,239.9058,2014-11
9/8/2014,East,Office Supplies,478.08,133.8624,2014-09
7/10/2014,Central,Furniture,526.45,31.587,2014-07
11/3/2012,Central,Office Supplies,6.608,2.1476,2012-11
7/1/2014,East,Office Supplies,248.57,67.1139,2014-07
7/1/2014,East,Furniture,22.23,9.7812,2014-07
5/6/2013,West,Office Supplies,5.98,1.0166,2013-05
5/6/2013,West,Technology,246.168,21.5397,2013-05
9/9/2013,Central,Furniture,14.136,-7.7748,2013-09
9/9/2013,Central,Furniture,601.47,-300.735,2013-09
6/5/2013,East,Office Supplies,14.94,7.0218,2013-06
6/5/2013,East,Technology,1349.85,364.4595,2013-06
6/5/2013,East,Furniture,136.784,5.1294,2013-06
6/5/2013,East,Furniture,61.12,20.7808,2013-06
3/5/2013,West,Office Supplies,16.99,4.9271,2013-03
4/2/2014,West,Office Supplies,5.78,2.7166,2014-04
4/2/2014,West,Office Supplies,121.68,38.025,2014-04
12/3/2011,Central,Office Supplies,25.92,12.4416,2011-12
9/10/2012,Central,Office Supplies,14.94,7.0218,2012-09
7/5/2012,South,Furniture,4.928,0.7392,2012-07
7/5/2012,South,Office Supplies,7.23,-5.784,2012-07
9/7/2011,Central,Furniture,57.69,23.6529,2011-09
9/7/2011,Central,Office Supplies,42.81,20.1207,2011-09
9/7/2011,Central,Office Supplies,12.96,6.2208,2011-09
9/7/2011,Central,Furniture,821.88,213.6888,2011-09
9/7/2011,Central,Technology,104.85,28.3095,2011-09
5/2/2013,South,Office Supplies,3.984,1.2948,2013-05
5/2/2013,South,Furniture,370.62,-142.071,2013-05
5/2/2013,South,Office Supplies,2.742,-2.0108,2013-05
10/2/2013,Central,Technology,79.512,20.8719,2013-10
10/2/2013,Central,Office Supplies,28.352,9.5688,2013-10
9/9/2011,East,Office Supplies,166.44,79.8912,2011-09
9/9/2011,East,Furniture,785.88,212.1876,2011-09
9/9/2011,East,Office Supplies,26.2,12.838,2011-09
9/9/2011,East,Office Supplies,1325.85,238.653,2011-09
12/4/2014,West,Office Supplies,166.44,79.8912,2014-12
9/7/2013,South,Office Supplies,95.952,29.985,2013-09
9/7/2013,South,Office Supplies,3.204,-2.4564,2013-09
8/5/2013,Central,Office Supplies,3.98,-6.567,2013-08
11/12/2012,West,Office Supplies,15.7,7.065,2012-11
12/5/2014,East,Office Supplies,5.346,-4.455,2014-12
2/7/2013,East,Office Supplies,30.352,10.6232,2013-02
7/12/2014,East,Technology,132.6,17.238,2014-07
12/11/2012,South,Office Supplies,12.828,-8.9796,2012-12
10/10/2014,East,Furniture,45.888,9.1776,2014-10
12/1/2012,West,Office Supplies,13.9,5.56,2012-12
12/4/2011,East,Technology,129.98,62.3904,2011-12
9/7/2011,East,Technology,377.97,109.6113,2011-09
12/6/2011,Central,Furniture,23.976,-14.3856,2011-12
11/4/2011,South,Office Supplies,8.376,2.7222,2011-11
11/4/2011,South,Office Supplies,58.24,5.096,2011-11
10/4/2011,West,Office Supplies,14.45,6.7915,2011-10
10/4/2011,West,Office Supplies,95.648,31.0856,2011-10
11/8/2014,East,Technology,359.97,-71.994,2014-11
11/8/2014,East,Furniture,350.352,-140.1408,2014-11
7/2/2011,East,Technology,73.98,19.9746,2011-07
7/2/2011,East,Office Supplies,5.58,2.1762,2011-07
11/4/2011,West,Furniture,35.34,13.4292,2011-11
8/8/2014,South,Technology,79.992,21.9978,2014-08
5/12/2011,East,Furniture,700.056,-130.0104,2011-05
12/4/2012,South,Office Supplies,8.226,-6.0324,2012-12
6/8/2011,West,Furniture,585.552,73.194,2011-06
8/8/2011,West,Office Supplies,423.28,110.0528,2011-08
6/12/2013,East,Technology,239.97,71.991,2013-06
3/12/2013,South,Furniture,76.92,31.5372,2013-03
3/12/2013,South,Office Supplies,481.32,125.1432,2013-03
4/2/2012,Central,Office Supplies,32.192,-80.48,2012-04
4/2/2012,Central,Technology,50.12,-0.6265,2012-04
4/2/2012,Central,Technology,47.976,1.7991,2012-04
9/4/2013,Central,Office Supplies,54.5,14.17,2013-09
12/11/2014,South,Furniture,19.104,5.7312,2014-12
11/12/2014,East,Office Supplies,10.368,3.6288,2014-11
5/1/2014,South,Furniture,23.68,6.216,2014-05
5/1/2014,South,Technology,2.376,0.7425,2014-05
5/7/2014,East,Office Supplies,59.2,29.6,2014-05
11/12/2013,Central,Technology,257.98,74.8142,2013-11
11/6/2013,East,Technology,23.988,-15.992,2013-11
10/10/2013,East,Technology,23.976,-15.5844,2013-10
12/2/2011,Central,Furniture,58.36,-24.803,2011-12
12/2/2011,Central,Office Supplies,16.464,1.4406,2011-12
12/2/2011,Central,Furniture,39.96,-23.976,2011-12
4/12/2011,West,Technology,1075.088,94.0702,2011-04
4/12/2011,West,Technology,438.368,38.3572,2011-04
4/12/2011,West,Office Supplies,18.088,6.5569,2011-04
4/12/2011,West,Furniture,308.499,-18.147,2011-04
11/1/2012,West,Office Supplies,7.88,1.773,2012-11
11/4/2014,West,Furniture,41.37,17.3754,2014-11
5/12/2012,West,Office Supplies,12.84,5.778,2012-05
5/12/2012,West,Office Supplies,25.68,11.556,2012-05
9/7/2012,Central,Furniture,47.516,-2.0364,2012-09
9/1/2012,East,Office Supplies,114.6,51.57,2012-09
9/1/2012,East,Furniture,60.74,15.185,2012-09
9/1/2012,East,Furniture,124.36,27.3592,2012-09
9/1/2012,East,Office Supplies,1088.76,315.7404,2012-09
5/6/2013,West,Office Supplies,6.72,2.352,2013-05
5/6/2013,West,Furniture,298.776,7.4694,2013-05
1/1/2014,West,Technology,302.376,22.6782,2014-01
11/1/2011,West,Office Supplies,443.92,-94.333,2011-11
11/1/2011,West,Technology,155.976,54.5916,2011-11
11/12/2014,West,Office Supplies,10.89,2.8314,2014-11
11/12/2014,West,Office Supplies,19.44,9.3312,2014-11
11/12/2014,West,Office Supplies,121.6,39.52,2014-11
6/10/2013,South,Technology,695.7,-27.828,2013-06
9/3/2012,East,Office Supplies,120.33,31.2858,2012-09
9/1/2014,South,Office Supplies,229.544,83.2097,2014-09
9/11/2014,Central,Office Supplies,762.594,-1143.891,2014-09
4/9/2014,South,Furniture,56.28,15.7584,2014-04
4/9/2014,South,Office Supplies,2690.97,1264.7559,2014-04
6/3/2013,East,Office Supplies,64.784,-12.9568,2013-06
11/11/2013,East,Office Supplies,14.72,-3.312,2013-11
11/11/2013,East,Office Supplies,38.976,-2.436,2013-11
11/12/2013,West,Furniture,6.96,2.2272,2013-11
11/3/2014,West,Office Supplies,23.85,10.7325,2014-11
1/4/2013,South,Technology,959.968,119.996,2013-01
9/12/2012,East,Technology,479.984,59.998,2012-09
9/12/2012,East,Office Supplies,12.6,6.048,2012-09
9/12/2014,South,Office Supplies,184.66,84.9436,2014-09
11/4/2014,Central,Office Supplies,8.56,3.852,2014-11
11/4/2014,Central,Office Supplies,52.4,14.148,2014-11
11/4/2014,Central,Office Supplies,14.94,6.8724,2014-11
11/5/2012,South,Office Supplies,387.136,24.196,2012-11
10/12/2012,Central,Technology,135.72,35.2872,2012-10
10/12/2012,Central,Office Supplies,12.56,5.652,2012-10
10/12/2012,Central,Technology,263.96,71.2692,2012-10
9/2/2011,East,Office Supplies,19.9,8.955,2011-09
9/2/2011,East,Furniture,70.71,4.9497,2011-09
7/11/2014,South,Furniture,18.84,7.9128,2014-07
6/5/2014,Central,Office Supplies,8.64,2.5056,2014-06
8/8/2012,West,Office Supplies,6.608,2.2302,2012-08
8/8/2012,West,Office Supplies,7.28,2.73,2012-08
8/8/2012,West,Furniture,144.784,10.8588,2012-08
12/7/2013,West,Technology,156.792,13.7193,2013-12
12/7/2013,West,Technology,431.976,26.9985,2013-12
12/7/2013,West,Office Supplies,35.89,16.1505,2013-12
12/7/2013,West,Office Supplies,47.208,15.3426,2013-12
12/7/2013,West,Office Supplies,248.08,116.5976,2013-12
12/7/2013,West,Office Supplies,189.7,89.159,2013-12
12/7/2013,West,Office Supplies,59.808,19.4376,2013-12
11/5/2013,West,Furniture,38.29,16.4647,2013-11
5/5/2014,East,Office Supplies,2.313,-1.9275,2014-05
11/7/2014,South,Office Supplies,499.584,43.7136,2014-11
11/7/2014,South,Office Supplies,31.104,10.8864,2014-11
11/7/2014,South,Office Supplies,13.272,-10.6176,2014-11
11/7/2014,South,Furniture,28.272,6.3612,2014-11
11/7/2014,South,Office Supplies,259.136,-51.8272,2014-11
5/7/2012,Central,Furniture,244.006,-31.3722,2012-05
5/7/2012,Central,Office Supplies,15.936,5.3784,2012-05
12/5/2014,East,Furniture,188.552,-2.6936,2014-12
10/4/2014,East,Office Supplies,22.58,5.8708,2014-10
6/12/2012,East,Office Supplies,20.736,7.2576,2012-06
6/12/2012,East,Furniture,43.296,4.3296,2012-06
7/12/2011,West,Furniture,123.136,13.8528,2011-07
7/12/2011,West,Office Supplies,11.264,3.8016,2011-07
12/6/2011,West,Office Supplies,53.424,4.6746,2011-12
12/6/2011,West,Furniture,275.49,-170.8038,2011-12
10/3/2013,East,Office Supplies,61.44,16.5888,2013-10
3/12/2014,Central,Office Supplies,895.92,421.0824,2014-03
9/10/2013,West,Office Supplies,55.36,18.684,2013-09
7/5/2012,Central,Office Supplies,19,8.93,2012-07
9/9/2013,East,Office Supplies,207.48,62.244,2013-09
12/6/2013,South,Furniture,191.82,74.8098,2013-12
11/8/2012,West,Office Supplies,5.04,0.2016,2012-11
11/8/2012,West,Office Supplies,92.94,41.823,2012-11
11/8/2012,West,Furniture,66.69,22.0077,2012-11
11/8/2012,West,Office Supplies,91.68,28.65,2012-11
11/8/2012,East,Office Supplies,52.272,17.6418,2012-11
11/8/2012,East,Office Supplies,17.94,8.073,2012-11
6/11/2012,South,Technology,53.7,10.203,2012-06
6/11/2012,South,Office Supplies,36.26,16.6796,2012-06
6/11/2012,South,Office Supplies,56.3,15.764,2012-06
6/11/2012,South,Office Supplies,32.4,15.552,2012-06
6/11/2012,South,Furniture,29.16,10.7892,2012-06
10/4/2014,West,Furniture,171.288,-6.4233,2014-10
5/6/2013,South,Furniture,16.72,3.344,2013-05
9/12/2014,West,Office Supplies,12.96,6.2208,2014-09
9/12/2014,West,Office Supplies,22.18,10.8682,2014-09
9/12/2014,West,Furniture,2054.272,256.784,2014-09
11/7/2014,Central,Office Supplies,13.9,3.614,2014-11
11/7/2014,Central,Office Supplies,26.38,12.1348,2014-11
4/3/2014,South,Furniture,411.8,70.006,2014-04
4/3/2014,South,Technology,360,129.6,2014-04
10/7/2014,West,Furniture,41.96,2.9372,2014-10
10/7/2014,West,Office Supplies,227.84,66.0736,2014-10
10/7/2014,West,Office Supplies,37.94,18.2112,2014-10
4/10/2013,Central,Technology,517.9,134.654,2013-04
4/10/2013,Central,Office Supplies,5.28,2.4288,2013-04
11/8/2013,East,Technology,119.976,22.4955,2013-11
3/4/2014,Central,Office Supplies,26.88,9.744,2014-03
12/1/2014,East,Office Supplies,663.936,82.992,2014-12
1/3/2013,West,Office Supplies,114.46,28.615,2013-01
10/3/2012,West,Furniture,120.666,18.4548,2012-10
9/5/2014,West,Office Supplies,12.96,6.2208,2014-09
9/5/2014,West,Technology,43.176,15.1116,2014-09
2/10/2014,Central,Office Supplies,252.784,-417.0936,2014-02
2/10/2014,Central,Technology,127.984,15.998,2014-02
2/10/2014,Central,Furniture,3.984,-2.6892,2014-02
2/10/2014,Central,Office Supplies,12.992,-32.48,2014-02
4/1/2014,South,Furniture,61,25.62,2014-04
4/1/2014,South,Technology,671.93,188.1404,2014-04
3/4/2013,East,Office Supplies,447.86,219.4514,2013-03
3/4/2013,East,Technology,479.95,129.5865,2013-03
3/4/2013,East,Office Supplies,166.44,79.8912,2013-03
12/9/2013,East,Office Supplies,12.957,-9.5018,2013-12
7/11/2014,Central,Office Supplies,298.464,26.1156,2014-07
6/11/2012,South,Furniture,1123.92,-182.637,2012-06
6/11/2012,South,Technology,249.584,31.198,2012-06
6/11/2012,South,Furniture,48.672,7.3008,2012-06
6/11/2012,South,Office Supplies,60.768,7.596,2012-06
6/11/2012,South,Office Supplies,78.6,-62.88,2012-06
6/11/2012,South,Office Supplies,3.768,-3.14,2012-06
6/11/2012,South,Office Supplies,1036.624,51.8312,2012-06
6/11/2012,South,Office Supplies,563.808,21.1428,2012-06
9/9/2014,East,Technology,258.528,-47.3968,2014-09
10/3/2014,East,Office Supplies,49.12,23.0864,2014-10
12/12/2011,Central,Office Supplies,210.392,-336.6272,2011-12
9/6/2013,Central,Furniture,347.802,-24.843,2013-09
2/12/2014,West,Furniture,963.136,108.3528,2014-02
2/12/2014,West,Technology,88.776,7.7679,2014-02
6/8/2013,East,Office Supplies,32.4,15.552,2013-06
8/3/2011,West,Office Supplies,93.024,33.7212,2011-08
9/12/2011,Central,Office Supplies,5.18,-8.029,2011-09
11/12/2014,Central,Office Supplies,181.86,50.9208,2014-11
9/11/2014,East,Office Supplies,18.76,9.0048,2014-09
12/6/2014,East,Furniture,20.94,6.0726,2014-12
12/6/2014,East,Furniture,58.68,18.1908,2014-12
12/6/2014,East,Office Supplies,254.9,68.823,2014-12
11/10/2014,East,Office Supplies,9.64,4.4344,2014-11
11/10/2014,East,Technology,826.62,355.4466,2014-11
11/10/2014,East,Office Supplies,1633.14,473.6106,2014-11
11/10/2014,East,Office Supplies,544.38,157.8702,2014-11
11/7/2011,Central,Office Supplies,26.046,-44.2782,2011-11
11/7/2011,Central,Office Supplies,74.352,26.9526,2011-11
10/3/2014,East,Technology,65.99,17.1574,2014-10
6/5/2014,Central,Office Supplies,6.37,-9.555,2014-06
9/1/2011,Central,Office Supplies,3.648,-6.0192,2011-09
9/1/2011,Central,Office Supplies,31.104,10.8864,2011-09
8/9/2013,South,Office Supplies,23.34,0.2334,2013-08
7/10/2012,West,Office Supplies,3.366,-2.244,2012-07
12/1/2011,South,Technology,95.968,9.5968,2011-12
11/10/2011,West,Technology,601.536,60.1536,2011-11
11/10/2011,West,Technology,10.99,4.2861,2011-11
11/10/2011,West,Furniture,39.88,11.1664,2011-11
11/10/2011,West,Office Supplies,62.24,28.008,2011-11
11/10/2011,West,Furniture,53.2,14.896,2011-11
11/10/2011,West,Office Supplies,39.84,18.3264,2011-11
1/9/2013,West,Technology,349.95,118.983,2013-01
1/9/2013,West,Technology,377.928,141.723,2013-01
7/9/2014,West,Office Supplies,75.18,35.3346,2014-07
11/11/2014,East,Office Supplies,931.176,314.2719,2014-11
11/11/2014,East,Technology,430.88,124.9552,2014-11
10/2/2012,East,Office Supplies,94.85,45.528,2012-10
10/2/2012,East,Office Supplies,51.12,23.004,2012-10
10/2/2012,East,Technology,90,32.4,2012-10
10/2/2011,West,Office Supplies,9.408,3.4104,2011-10
10/2/2011,West,Office Supplies,4.672,1.46,2011-10
10/2/2011,West,Technology,318.4,107.46,2011-10
10/2/2011,West,Office Supplies,12.768,4.6284,2011-10
10/2/2011,West,Office Supplies,15.36,-3.264,2011-10
10/2/2011,West,Technology,230.376,20.1579,2011-10
10/2/2011,West,Technology,7.16,-0.0895,2011-10
8/11/2011,East,Office Supplies,375.34,18.767,2011-08
9/2/2014,East,Furniture,114.9,39.066,2014-09
5/3/2013,East,Office Supplies,44.94,12.5832,2013-05
5/3/2013,East,Office Supplies,45.576,15.9516,2013-05
2/1/2013,South,Office Supplies,56.45,14.677,2013-02
4/1/2014,Central,Office Supplies,13.468,-22.8956,2014-04
12/2/2014,Central,Technology,219.8,24.7275,2014-12
12/2/2014,Central,Furniture,317.058,-18.1176,2014-12
12/11/2014,West,Technology,49.08,4.908,2014-12
12/11/2014,West,Office Supplies,324.9,38.988,2014-12
12/11/2014,West,Office Supplies,18.24,5.2896,2014-12
7/9/2013,West,Technology,107.984,9.4486,2013-07
7/9/2013,West,Office Supplies,19.296,6.03,2013-07
8/9/2012,South,Office Supplies,4.608,1.6704,2012-08
12/10/2013,South,Furniture,79.974,-29.3238,2013-12
12/10/2013,South,Office Supplies,2.946,-2.0622,2013-12
3/5/2013,South,Office Supplies,10.08,3.528,2013-03
10/11/2011,East,Office Supplies,281.904,10.5714,2011-10
10/11/2011,East,Office Supplies,201.432,67.9833,2011-10
2/9/2012,West,Furniture,203.92,22.941,2012-02
5/9/2014,West,Technology,3359.952,1049.985,2014-05
11/3/2014,Central,Office Supplies,18.24,9.12,2014-11
11/3/2014,Central,Office Supplies,27.78,9.1674,2014-11
4/5/2011,South,Office Supplies,22.96,7.5768,2011-04
4/5/2011,South,Technology,28.99,8.4071,2011-04
4/5/2011,South,Office Supplies,12.96,6.3504,2011-04
4/5/2011,South,Office Supplies,22.96,6.6584,2011-04
4/5/2011,South,Office Supplies,4164.05,83.281,2011-04
9/12/2011,East,Office Supplies,63.924,-46.8776,2011-09
10/2/2014,East,Technology,1704.89,767.2005,2014-10
11/5/2012,East,Office Supplies,25.344,8.8704,2012-11
11/11/2014,Central,Furniture,341.96,-427.45,2014-11
9/11/2012,West,Office Supplies,181.35,48.9645,2012-09
9/11/2012,West,Office Supplies,8.64,4.2336,2012-09
11/11/2011,Central,Office Supplies,896.99,-1480.0335,2011-11
11/11/2011,Central,Office Supplies,1.234,-1.9744,2011-11
11/11/2011,Central,Office Supplies,67.56,6.756,2011-11
11/11/2011,Central,Office Supplies,21.72,7.8735,2011-11
11/11/2011,Central,Office Supplies,262.336,95.0968,2011-11
11/11/2011,Central,Technology,148.48,16.704,2011-11
11/11/2011,Central,Technology,241.176,15.0735,2011-11
11/6/2014,Central,Office Supplies,16.03,-25.648,2014-11
9/8/2014,Central,Office Supplies,73.008,26.4654,2014-09
5/7/2013,Central,Office Supplies,3.208,-5.2932,2013-05
5/7/2013,Central,Technology,26.176,-3.272,2013-05
6/4/2012,East,Office Supplies,30.44,14.3068,2012-06
6/4/2012,East,Furniture,35.28,11.9952,2012-06
2/1/2011,West,Furniture,290.666,3.4196,2011-02
7/9/2011,Central,Office Supplies,10.368,3.6288,2011-07
7/9/2011,Central,Office Supplies,14.352,4.485,2011-07
12/4/2012,East,Furniture,28.44,11.376,2012-12
12/4/2012,East,Furniture,364.41,8.098,2012-12
12/4/2012,East,Technology,39.96,10.3896,2012-12
12/4/2012,East,Furniture,361.764,68.3332,2012-12
11/2/2013,Central,Office Supplies,111.672,6.9795,2013-11
12/4/2012,East,Office Supplies,17.94,8.7906,2012-12
12/4/2012,East,Furniture,384.174,29.8802,2012-12
12/4/2012,East,Technology,1799.75,539.925,2012-12
10/8/2014,South,Office Supplies,580.672,65.3256,2014-10
10/8/2014,South,Office Supplies,18.936,5.9175,2014-10
10/8/2014,South,Technology,222.384,16.6788,2014-10
10/8/2014,South,Office Supplies,50.454,-33.636,2014-10
10/8/2014,South,Furniture,154.764,-36.1116,2014-10
8/9/2011,West,Technology,1091.168,68.198,2011-08
8/9/2011,West,Technology,219.168,-43.8336,2011-08
6/11/2014,East,Office Supplies,40.032,15.012,2014-06
7/2/2014,Central,Office Supplies,443.92,13.3176,2014-07
7/2/2014,Central,Office Supplies,169.99,78.1954,2014-07
7/2/2014,Central,Office Supplies,25.92,12.4416,2014-07
5/4/2012,Central,Furniture,22.288,-8.9152,2012-05
5/1/2014,East,Office Supplies,10.368,3.6288,2014-05
9/3/2013,Central,Office Supplies,1.81,0.6516,2013-09
9/3/2013,Central,Office Supplies,8.26,3.8822,2013-09
9/6/2012,East,Furniture,271.764,60.392,2012-09
7/4/2014,East,Office Supplies,32.896,11.1024,2014-07
7/4/2014,East,Furniture,215.148,-103.9882,2014-07
7/4/2014,East,Office Supplies,30.96,11.223,2014-07
12/9/2014,West,Office Supplies,29.79,8.6391,2014-12
12/9/2014,West,Furniture,128.9,15.468,2014-12
12/9/2014,West,Office Supplies,60.12,28.8576,2014-12
12/6/2014,West,Office Supplies,24.816,8.3754,2014-12
12/6/2014,West,Office Supplies,14.976,5.4288,2014-12
3/11/2011,East,Office Supplies,108.92,49.014,2011-03
6/12/2012,East,Office Supplies,29.9,5.083,2012-06
8/7/2013,East,Office Supplies,70.88,33.3136,2013-08
6/12/2014,South,Office Supplies,3.76,1.0904,2014-06
10/8/2013,West,Office Supplies,27.264,8.8608,2013-10
9/8/2011,West,Office Supplies,56.65,24.3595,2011-09
9/8/2011,West,Office Supplies,14.97,4.1916,2011-09
9/8/2011,West,Office Supplies,4.02,1.9698,2011-09
7/9/2012,South,Office Supplies,5.16,0.8385,2012-07
11/6/2014,Central,Technology,492.768,55.4364,2014-11
12/4/2014,South,Technology,47.992,7.1988,2014-12
9/10/2012,East,Office Supplies,61.96,16.1096,2012-09
9/10/2012,East,Furniture,361.96,83.2508,2012-09
9/10/2012,East,Office Supplies,278.82,125.469,2012-09
4/6/2012,South,Office Supplies,47.952,16.1838,2012-04
12/2/2013,West,Furniture,16.74,4.3524,2013-12
3/4/2014,Central,Furniture,180.98,47.0548,2014-03
3/4/2014,Central,Technology,99.98,42.9914,2014-03
12/9/2013,West,Office Supplies,8.56,2.4824,2013-12
12/9/2013,West,Office Supplies,45.36,21.7728,2013-12
12/9/2013,West,Furniture,1421.664,-195.4788,2013-12
4/7/2011,South,Furniture,8.96,2.7776,2011-04
12/1/2013,South,Technology,36.192,2.7144,2013-12
9/6/2014,South,Office Supplies,147.184,-29.4368,2014-09
7/2/2012,Central,Furniture,408.422,-5.8346,2012-07
7/2/2012,Central,Furniture,382.116,-92.7996,2012-07
7/2/2012,Central,Office Supplies,68.6,6.0025,2012-07
7/2/2012,Central,Office Supplies,435.504,48.9942,2012-07
7/2/2012,Central,Office Supplies,11.168,3.7692,2012-07
8/9/2013,West,Furniture,513.024,12.8256,2013-08
8/9/2013,West,Office Supplies,487.92,136.6176,2013-08
8/9/2013,West,Office Supplies,15.24,5.334,2013-08
4/11/2014,Central,Office Supplies,10.368,3.6288,2014-04
4/11/2014,Central,Technology,95.736,20.3439,2014-04
9/5/2014,Central,Furniture,825.174,-117.882,2014-09
9/5/2014,Central,Office Supplies,17.76,5.55,2014-09
9/5/2014,Central,Office Supplies,6.912,0.864,2014-09
8/10/2013,South,Office Supplies,30.816,9.63,2013-08
8/10/2013,South,Technology,44.784,4.4784,2013-08
8/10/2013,South,Office Supplies,569.536,64.0728,2013-08
4/10/2012,West,Office Supplies,12.832,4.3308,2012-04
9/6/2013,West,Technology,116,29,2013-09
12/11/2014,South,Technology,599.97,257.9871,2014-12
12/11/2014,South,Technology,38.97,0.7794,2014-12
12/11/2014,South,Office Supplies,45.84,22.0032,2014-12
5/9/2011,South,Office Supplies,83.25,14.985,2011-05
5/9/2011,South,Office Supplies,9.45,4.536,2011-05
5/9/2011,South,Office Supplies,20.65,9.499,2011-05
5/9/2011,South,Office Supplies,45.36,21.7728,2011-05
12/2/2014,West,Office Supplies,45.36,21.7728,2014-12
12/2/2014,West,Office Supplies,10.128,3.6714,2014-12
11/8/2014,West,Office Supplies,21.792,7.6272,2014-11
11/8/2014,West,Technology,439.8,145.134,2014-11
9/5/2014,East,Office Supplies,8.256,0.6192,2014-09
9/5/2014,East,Office Supplies,25.56,-20.448,2014-09
9/5/2014,East,Office Supplies,4.368,-3.0576,2014-09
9/5/2014,East,Office Supplies,11.52,3.744,2014-09
7/4/2013,West,Office Supplies,12.96,6.2208,2013-07
7/4/2013,West,Office Supplies,3.96,0.0792,2013-07
9/8/2014,Central,Office Supplies,1577.94,757.4112,2014-09
9/10/2013,Central,Furniture,15.008,-12.0064,2013-09
7/4/2014,West,Technology,59.98,26.3912,2014-07
7/4/2014,West,Technology,2395.2,209.58,2014-07
7/4/2014,West,Technology,1687.8,742.632,2014-07
7/4/2014,West,Technology,7.992,2.6973,2014-07
8/8/2014,East,Office Supplies,11.68,5.4896,2014-08
8/8/2014,East,Office Supplies,104.8,26.2,2014-08
6/8/2013,West,Office Supplies,4.784,1.5548,2013-06
